SchemaName,TableName,IndexName,IndexType,is_unique,is_primary_key,IndexColumns
dbo,arinvc,arinvc_xcustinvdt,NONCLUSTERED,0,0,"ccustno, cinvno, dinvoice"
dbo,arinvc,arinvc_xdue,NONCLUSTERED,0,0,ddue
dbo,arinvc,arinvc_xinvno,NONCLUSTERED,0,0,cinvno
dbo,arinvc,arinvc_xinvoice,NONCLUSTERED,0,0,"dinvoice, nfbalance, ctype"
dbo,arinvc,arinvc_xpono,NONCLUSTERED,0,0,cpono
dbo,arinvc,arinvc_xrmano,NONCLUSTERED,0,0,crmano
dbo,arinvc,arinvc_xslpninv,NONCLUSTERED,0,0,"cslpnno, cinvno"
dbo,arinvc,arinvc_xtrf1,NONCLUSTERED,0,0,"ctogl, ctype, lvoid, dinvoice"
dbo,arinvc,arinvc_xtrf2,NONCLUSTERED,0,0,"nmcround, ctype, lvoid, dclosed"
dbo,arinvc,arinvc_xtypeinv,NONCLUSTERED,0,0,"ctype, cinvno"
dbo,arinvc,arinvc_xwhsinv,NONCLUSTERED,0,0,"cwarehouse, cinvno"
dbo,arinvc,idx_ctypensalesamt,NONCLUSTERED,0,0,"cinvno, ccustno, dinvoice, ctype, nsalesamt"
dbo,arinvc,IX_arinvc_ccustno_nbalance_ctype_dclosed,NONCLUSTERED,0,0,"ccustno, nbalance, ctype, dclosed"
dbo,arinvc,IX_arinvc_linvoicing,NONCLUSTERED,0,0,"cinvno, ccustno, cmlmlink, linvoicing"
dbo,arinvc,PK__arinvc__2CDD98A656BECA79,CLUSTERED,1,1,cuid
dbo,arinvch,_dta_index_arinvch_8_1371867954__K4_K52_2,NONCLUSTERED,0,0,"cinvno, ctype, dinvoice"
dbo,arinvch,_dta_index_arinvch_8_1371867954__K5_K59_K4_K2_K1_K33_K9_K51_K52_K45_K80_K81_K82_K83_K84_K85_89_90_115,NONCLUSTERED,0,0,"nadjamt, nfinamt, nfbalance, ccustno, lvoid, ctype, cinvno, cuid, cpono, cslpnno, dorder, dinvoice, ccurrcode, nsalesamt, ndiscamt, nfrtamt, ntaxamt1, ntaxamt2, ntaxamt3"
dbo,arinvch,_dta_index_arinvch_8_1371867954__K52_K1_K5_K2,NONCLUSTERED,0,0,"dinvoice, cuid, ccustno, cinvno"
dbo,arinvch,arinvch_xclosed,NONCLUSTERED,0,0,"dclosed, dinvoice"
dbo,arinvch,arinvch_xcreate,NONCLUSTERED,0,0,dcreate
dbo,arinvch,arinvch_xcustinv,NONCLUSTERED,0,0,"ccustno, cinvno"
dbo,arinvch,arinvch_xdue,NONCLUSTERED,0,0,ddue
dbo,arinvch,arinvch_xinvno,NONCLUSTERED,0,0,cinvno
dbo,arinvch,arinvch_xinvoice,NONCLUSTERED,0,0,"dinvoice, nfbalance, ctype"
dbo,arinvch,arinvch_xpono,NONCLUSTERED,0,0,cpono
dbo,arinvch,arinvch_xrmano,NONCLUSTERED,0,0,crmano
dbo,arinvch,arinvch_xslpninv,NONCLUSTERED,0,0,"cslpnno, cinvno"
dbo,arinvch,arinvch_xtrf1,NONCLUSTERED,0,0,"ctogl, ctype, lvoid, dinvoice"
dbo,arinvch,arinvch_xtrf2,NONCLUSTERED,0,0,"nmcround, ctype, lvoid, dclosed"
dbo,arinvch,arinvch_xtypeinv,NONCLUSTERED,0,0,"ctype, cinvno"
dbo,arinvch,arinvch_xwhsinv,NONCLUSTERED,0,0,"cwarehouse, cinvno"
dbo,arinvch,IX_arinvch_ccustno_nbalance_ctype_dclosed,NONCLUSTERED,0,0,"dinvoice, ccustno, nbalance, ctype, dclosed"
dbo,arinvch,IX_arinvch_coriginvno,NONCLUSTERED,0,0,"cinvno, ccustno, coriginvno"
dbo,arinvch,PK__arinvch__2CDD98A653AD53A4,CLUSTERED,1,1,cuid
dbo,arirmk,arirmk_xinvno,NONCLUSTERED,0,0,cinvno
dbo,arirmk,PK__arirmk__2CDD98A6509BDCCF,CLUSTERED,1,1,cuid
dbo,aritci,PK__aritci__090D2C595748DA5E,CLUSTERED,1,1,"cinvno, clineitem"
dbo,aritrk,PK__aritrk__2CDD98A65FDE205F,CLUSTERED,1,1,cuid
dbo,aritrs,_dta_index_aritrs_8_1688393084__K1_K12_K2_K33_K34_K19_K54_K24_K35_K4_K31,NONCLUSTERED,0,0,"cuid, citemno, cinvno, nsalesamt, ndiscamt, crevncode, ccmpprodln, lstock, ntaxamt1, cwarehouse, ndiscrate"
dbo,aritrs,_dta_index_aritrs_8_1688393084__K12_K1_K2_K44,NONCLUSTERED,0,0,"citemno, cuid, cinvno, nshipqty"
dbo,aritrs,_dta_index_aritrs_8_1688393084__K12_K31_K1_K3_K2_44_49,NONCLUSTERED,0,0,"nshipqty, nprcinctx, citemno, ndiscrate, cuid, ccustno, cinvno"
dbo,aritrs,_dta_index_aritrs_8_1688393084__K2_K1_K5,NONCLUSTERED,0,0,"cinvno, cuid, csono"
dbo,aritrs,_dta_index_aritrs_8_1688393084__K31_K12_K1_K3_K2_44_49,NONCLUSTERED,0,0,"nshipqty, nprcinctx, ndiscrate, citemno, cuid, ccustno, cinvno"
dbo,aritrs,_dta_index_aritrs_8_1688393084__K4_K12_K2_K44_1,NONCLUSTERED,0,0,"cuid, cwarehouse, citemno, cinvno, nshipqty"
dbo,aritrs,_dta_index_aritrs_8_1688393084__K6_2,NONCLUSTERED,0,0,"cinvno, cshipno"
dbo,aritrs,aritrs_idx_csono,NONCLUSTERED,0,0,csono
dbo,aritrs,aritrs_xcustinv,NONCLUSTERED,0,0,"ccustno, cinvno"
dbo,aritrs,aritrs_xinvline,NONCLUSTERED,0,0,"cinvno, clineitem"
dbo,aritrs,aritrs_xiteminv,NONCLUSTERED,0,0,"citemno, cinvno"
dbo,aritrs,aritrs_xrmano,NONCLUSTERED,0,0,crmano
dbo,aritrs,aritrs_xtrf1,NONCLUSTERED,0,0,"cinvno, lstock, citemno, cwarehouse"
dbo,aritrs,aritrs_xwhsitem,NONCLUSTERED,0,0,"cwarehouse, citemno"
dbo,aritrs,idx_cshipno_cinvno,NONCLUSTERED,0,0,"cinvno, cshipno"
dbo,aritrs,idx_csono_cinvno,NONCLUSTERED,0,0,"cinvno, csono"
dbo,aritrs,PK__aritrs__2CDD98A6668B1DEE,CLUSTERED,1,1,cuid
dbo,aritrs_T,_dta_index_aritrs_T_8_1723998810__K12_K8_K13_K5_K6_K9_K2_K1_K7,NONCLUSTERED,0,0,"ctrantype, nprice, dmodified, cusername, nshipqty, nprcinctx, citemno, cinvno, ndiscrate"
dbo,aritrsh,_dta_index_aritrsh_8_580913141__K12_K1_K2_K44,NONCLUSTERED,0,0,"citemno, cuid, cinvno, nshipqty"
dbo,aritrsh,_dta_index_aritrsh_8_580913141__K2_K12_K24_K4_K33_K34_K19_K54_K35_K31_1,NONCLUSTERED,0,0,"cuid, cinvno, citemno, lstock, cwarehouse, nsalesamt, ndiscamt, crevncode, ccmpprodln, ntaxamt1, ndiscrate"
dbo,aritrsh,_dta_index_aritrsh_8_580913141__K4_K12_K44_1_2,NONCLUSTERED,0,0,"cuid, cinvno, cwarehouse, citemno, nshipqty"
dbo,aritrsh,aritrsh_xcustinv,NONCLUSTERED,0,0,"ccustno, cinvno"
dbo,aritrsh,aritrsh_xinvline,NONCLUSTERED,0,0,"cinvno, clineitem"
dbo,aritrsh,aritrsh_xiteminv,NONCLUSTERED,0,0,"citemno, cinvno"
dbo,aritrsh,aritrsh_xrmano,NONCLUSTERED,0,0,crmano
dbo,aritrsh,aritrsh_xtrf1,NONCLUSTERED,0,0,"cinvno, lstock, citemno, cwarehouse"
dbo,aritrsh,aritrsh_xwhsitem,NONCLUSTERED,0,0,"cwarehouse, citemno"
dbo,aritrsh,idx_cshipno_cinvno,NONCLUSTERED,0,0,"cinvno, cshipno"
dbo,aritrsh,idx_csono_cinvno,NONCLUSTERED,0,0,"cinvno, csono"
dbo,aritrsh,IX_aritrsh_ccustno_citemno,NONCLUSTERED,0,0,"ccustno, citemno"
dbo,aritrsh,IX_Aritrsh_ccustno_cSono,NONCLUSTERED,0,0,"ccustno, csono"
dbo,aritrsh,IX_aritrsh_citemno,NONCLUSTERED,0,0,"cinvno, nsalesamt, ndiscamt, nshipqty, nitmcnvqty, ntrscnvqty, citemno"
dbo,aritrsh,PK__aritrsh__2CDD98A624885067,CLUSTERED,1,1,cuid
dbo,aritsp,aritsp_xinvline,NONCLUSTERED,0,0,"cinvno, clineitem"
dbo,aritsp,PK__aritsp__2CDD98A7628582E0,NONCLUSTERED,1,1,cuid
dbo,aritsph,aritsph_xinvline,NONCLUSTERED,0,0,"cinvno, clineitem"
dbo,aritsph,PK__aritsph__2CDD98A770D3A237,NONCLUSTERED,1,1,cuid
dbo,arjrnl,IX_arjrnl_cjrnlno,NONCLUSTERED,0,0,cjrnlno
dbo,arjrnl,PK__arjrnl__2CDD98A63D2C4304,CLUSTERED,1,1,cuid
dbo,arjtrs,IX_arjtrs_cjrnlno,NONCLUSTERED,0,0,cjrnlno
dbo,arjtrs,IX_arjtrs_cjtype,NONCLUSTERED,0,0,cjtype
dbo,arjtrs,PK__arjtrs__2CDD98A647A9D177,CLUSTERED,1,1,cuid
dbo,aropcr,PK__aropcr__2CDD98A67F21C18E,CLUSTERED,1,1,cuid
dbo,arpdtb,PK__arpdtb__282C5A33099F5001,CLUSTERED,1,1,"cpaycode, cstartday"
dbo,arpkls,PK__arpkls__EF1A1C1A5CD9F887,CLUSTERED,1,1,cWyblNo
dbo,arpycd,arpycd_xdescript,NONCLUSTERED,0,0,cdescript
dbo,arpycd,PK__arpycd__6A7A05D9141CDE74,CLUSTERED,1,1,cpaycode
dbo,arrcri,PK__arrcri__93214FE32823D721,CLUSTERED,1,1,"ccustno, cinvno"
dbo,arrevn,arrevn_xdescript,NONCLUSTERED,0,0,cdescript
dbo,arrevn,PK__arrevn__05815CEF068DD92C,CLUSTERED,1,1,crevncode
dbo,arrfnd,arrfnd_xcustrfnd,NONCLUSTERED,0,0,"ccustno, crfndno"
dbo,arrfnd,arrfnd_xrefund,NONCLUSTERED,0,0,drefund
dbo,arrfnd,arrfnd_xrfndno,NONCLUSTERED,0,0,crfndno
dbo,arrfnd,arrfnd_xvoid,NONCLUSTERED,0,0,lvoid
dbo,arrfnd,IX_arrfnd_cdepno_cbankno,NONCLUSTERED,0,0,"cdepno, cbankno"
dbo,arrfnd,PK__arrfnd__2CDD98A60C46B282,CLUSTERED,1,1,cuid
dbo,arrrmk,PK__arrrmk__93214FE31F5986F6,CLUSTERED,1,1,"ccustno, cinvno"
dbo,arrtci,PK__arrtci__859798CB26068485,CLUSTERED,1,1,"ccustno, cinvno, clineitem"
dbo,arrtrk,PK__arrtrk__2CDD98A62F8FEEBF,CLUSTERED,1,1,cuid
dbo,arrtrs,arrtrs_xcustinv,NONCLUSTERED,0,0,"ccustno, cinvno"
dbo,arrtrs,PK__arrtrs__2CDD98A637311087,CLUSTERED,1,1,cuid
dbo,arsktp,arsktp_xinvno,NONCLUSTERED,0,0,cinvno
dbo,arsktp,PK__arsktp__2CDD98A66AB0B48D,CLUSTERED,1,1,cuid
dbo,arsktph,arsktph_xinvno,NONCLUSTERED,0,0,cinvno
dbo,arsktph,PK__arsktph__2CDD98A679F2F81D,CLUSTERED,1,1,cuid
dbo,arsktr,arsktr_xinvline,NONCLUSTERED,0,0,"cinvno, clineitem"
dbo,arsktr,arsktr_xinvno,NONCLUSTERED,0,0,cinvno
dbo,arsktr,arsktr_xkitno,NONCLUSTERED,0,0,ckitno
dbo,arsktr,PK__arsktr__2CDD98A609353BAD,CLUSTERED,1,1,cuid
dbo,arsktrh,arsktrh_xinvno,NONCLUSTERED,0,0,cinvno
dbo,arsktrh,PK__arsktrh__2CDD98A61C481021,CLUSTERED,1,1,cuid
dbo,arslpn,arslpn_xcreate,NONCLUSTERED,0,0,dcreate
dbo,arslpn,arslpn_xname,NONCLUSTERED,0,0,cname
dbo,arslpn,PK__arslpn__0E175ED72F5AE495,CLUSTERED,1,1,cslpnno
dbo,arsnot,PK__arsnot__0E175ED73E9D2825,CLUSTERED,1,1,cslpnno
dbo,arsrmk,arsrmk_xdescript,NONCLUSTERED,0,0,cdescript
dbo,arsrmk,PK__arsrmk__F3DB60F64456017B,CLUSTERED,1,1,csrmkno
dbo,brctrl,brctrl_xbnkchkno,NONCLUSTERED,0,0,"cbankno, cchkno"
dbo,brctrl,brctrl_xbnktrsno,NONCLUSTERED,0,0,"cbankno, ctrsno"
dbo,brctrl,brctrl_xcancel,NONCLUSTERED,0,0,dcancel
dbo,brctrl,brctrl_xchkno,NONCLUSTERED,0,0,cchkno
dbo,brctrl,brctrl_xcreate,NONCLUSTERED,0,0,dcreate
dbo,brctrl,brctrl_xdepno,NONCLUSTERED,0,0,cdepno
dbo,brctrl,brctrl_xtrs,NONCLUSTERED,0,0,dtrs
dbo,brctrl,brctrl_xtrscode,NONCLUSTERED,0,0,ctrscode
dbo,brctrl,brctrl_xtypbnkchk,NONCLUSTERED,0,0,"ctrstype, cbankno, cchkno"
dbo,brctrl,brctrl_xtypbnkdep,NONCLUSTERED,0,0,"ctrstype, cbankno, cdepno"
dbo,brctrl,brctrl_xtypbnktrs,NONCLUSTERED,0,0,"ctrstype, cbankno, ctrsno"
dbo,brctrl,IX_brctrl_cbankno_dstmtend_dcancel,NONCLUSTERED,0,0,"ctrsno, ctrscode, ctrstype, cchkno, cdepno, cdescript, cref, csource, cpospaybat, cpospayfil, dcreate, dtrs, dpospaysnd, dvoid, lvoid, lcancel, namount, nxchgrate, cebatcno, lcombrec, cepdesc, ctype, cmatchuid, cbankno, dstmtend, dcancel"
dbo,brctrl,PK__brctrl__58D6DC674026AB91,CLUSTERED,1,1,"cbankno, csource, ctrsno, cchkno, cdepno, ctype"
dbo,brctrlh,brctrlh_xbnkchkno,NONCLUSTERED,0,0,"cbankno, cchkno"
dbo,brctrlh,brctrlh_xbnktrsno,NONCLUSTERED,0,0,"cbankno, ctrsno"
dbo,brctrlh,brctrlh_xcreate,NONCLUSTERED,0,0,dcreate
dbo,brctrlh,brctrlh_xtypbnkchk,NONCLUSTERED,0,0,"ctrstype, cbankno, cchkno"
dbo,brctrlh,brctrlh_xtypbnkdep,NONCLUSTERED,0,0,"ctrstype, cbankno, cdepno"
dbo,brctrlh,brctrlh_xtypbnktrs,NONCLUSTERED,0,0,"ctrstype, cbankno, ctrsno"
dbo,brctrlh,IX_brctrlh_cbankno_cdepno,NONCLUSTERED,0,0,"csource, dcancel, lcancel, cbankno, cdepno"
dbo,brctrlh,PK__brctrlh__58D6DC674303183C,CLUSTERED,1,1,"cbankno, csource, ctrsno, cchkno, cdepno, ctype"
dbo,brdist,brdist_xbnktrsno,NONCLUSTERED,0,0,"cbankno, ctrsno, lvoid"
dbo,brdist,PK__brdist__2CDD98A62161CAF9,CLUSTERED,1,1,cuid
dbo,brebat,brebat_xebatcbank,NONCLUSTERED,0,0,"cebatcno, cbankno"
dbo,brebat,brebat_xebatcno,NONCLUSTERED,0,0,cebatcno
dbo,brebat,PK__brebat__C87C0D3C768CDDE3,CLUSTERED,1,1,cebatcno
dbo,bribts,PK__bribts__B387E87001FE908F,CLUSTERED,1,1,cimpcode
dbo,bricdf,bricdf_xcodefld,NONCLUSTERED,0,0,"cimpcode, ccolfield"
dbo,bricdf,bricdf_xcolfldnm,NONCLUSTERED,0,0,"ccolfield, ccolname"
dbo,bricdf,bricdf_ximpcode,NONCLUSTERED,0,0,cimpcode
dbo,bricdf,PK__bricdf__2CDD98A6104CAFE6,CLUSTERED,1,1,cuid
dbo,bricmc,bricmc_xcdimpam1,NONCLUSTERED,0,0,"cimpcode, cimpcol, camcol1"
dbo,bricmc,bricmc_xcdimpam2,NONCLUSTERED,0,0,"cimpcode, cimpcol, camcol2"
dbo,bricmc,bricmc_xcodefld,NONCLUSTERED,0,0,"cimpcode, ccolfield"
dbo,bricmc,bricmc_ximpamcol1,NONCLUSTERED,0,0,"cimpcol, camcol1"
dbo,bricmc,bricmc_ximpcode,NONCLUSTERED,0,0,cimpcode
dbo,bricmc,bricmc_ximpfld,NONCLUSTERED,0,0,"cimpcol, ccolfield"
dbo,bricmc,PK__bricmc__2CDD98A61ACA3E59,CLUSTERED,1,1,cuid
dbo,bricnd,PK__bricnd__2CDD98A628243977,CLUSTERED,1,1,cuid
dbo,bricnv,PK__bricnv__4489049630B97F78,CLUSTERED,1,1,cconvno
dbo,brimpt,PK__brimpt__21651A9D37667D07,CLUSTERED,1,1,cimptuid
dbo,brrcrt,brrcrt_xbnktrsno,NONCLUSTERED,0,0,"cbankno, ctrsno"
dbo,brrcrt,brrcrt_xcreate,NONCLUSTERED,0,0,dcreate
dbo,brrcrt,brrcrt_xnextrecur,NONCLUSTERED,0,0,dnextrecur
dbo,brrcrt,brrcrt_xtrscode,NONCLUSTERED,0,0,ctrscode
dbo,brrcrt,brrcrt_xtypetrsno,NONCLUSTERED,0,0,"ctrstype, ctrsno"
dbo,brrcrt,PK__brrcrt__8CC401CD33807B34,CLUSTERED,1,1,"cbankno, ctrstype, ctrsno"
dbo,brrglr,brrglr_xbnktrsno,NONCLUSTERED,0,0,"cbankno, ctrsno"
dbo,brrglr,brrglr_xcreate,NONCLUSTERED,0,0,dcreate
dbo,brrglr,brrglr_xtrscode,NONCLUSTERED,0,0,ctrscode
dbo,brrglr,brrglr_xtypetrsno,NONCLUSTERED,0,0,"ctrstype, ctrsno"
dbo,brrglr,PK__brrglr__2CDD98A64F2895A9,CLUSTERED,1,1,cuid
dbo,brstmt,PK__brstmt__2CDD98A65C8290C7,CLUSTERED,1,1,cuid
dbo,brtglr,brtglr_xtrscode,NONCLUSTERED,0,0,ctrscode
dbo,brtglr,PK__brtglr__2CDD98A6039C5DE8,CLUSTERED,1,1,cuid
dbo,brtran,brtran_xbnktrsno1,NONCLUSTERED,0,0,"cbankno1, ctrsno1"
dbo,brtran,brtran_xbnktrsno2,NONCLUSTERED,0,0,"cbankno2, ctrsno2"
dbo,brtran,brtran_xcreate,NONCLUSTERED,0,0,dcreate
dbo,brtran,brtran_xtrs,NONCLUSTERED,0,0,dtrs
dbo,brtran,brtran_xtrscode,NONCLUSTERED,0,0,ctrscode
dbo,brtran,brtran_xtrstype,NONCLUSTERED,0,0,ctrstype
dbo,brtran,pk_brtran,CLUSTERED,1,1,cuid
dbo,brtrsn,brtrsn_xbnkchkno,NONCLUSTERED,0,0,"cbankno, cchkno"
dbo,brtrsn,brtrsn_xbnkdepno,NONCLUSTERED,0,0,"cbankno, cdepno"
dbo,brtrsn,brtrsn_xchkno,NONCLUSTERED,0,0,cchkno
dbo,brtrsn,brtrsn_xcreate,NONCLUSTERED,0,0,dcreate
dbo,brtrsn,brtrsn_xref,NONCLUSTERED,0,0,cref
dbo,brtrsn,brtrsn_xtrs,NONCLUSTERED,0,0,dtrs
dbo,brtrsn,brtrsn_xtrscode,NONCLUSTERED,0,0,ctrscode
dbo,brtrsn,brtrsn_xtrstype,NONCLUSTERED,0,0,ctrstype
dbo,brtrsn,PK__brtrsn__0902B47E2220E508,CLUSTERED,1,1,"cbankno, ctrsno"
dbo,brttyp,brttyp_xcreate,NONCLUSTERED,0,0,dcreate
dbo,brttyp,brttyp_xdescript,NONCLUSTERED,0,0,cdescript
dbo,brttyp,brttyp_xreqno,NONCLUSTERED,0,0,"lreqno, ctrstype, ctrscode"
dbo,brttyp,brttyp_xstatus,NONCLUSTERED,0,0,cstatus
dbo,brttyp,brttyp_xtrstype,NONCLUSTERED,0,0,"ctrstype, ctrscode"
dbo,brttyp,PK__brttyp__A98537143533B97C,CLUSTERED,1,1,ctrscode
dbo,CalcOfEarning,PK__CalcOfEa__A9FDEC123015C0F8,CLUSTERED,1,1,C_ID
dbo,Campaign,Campaign_ID,CLUSTERED,1,1,ID
dbo,CampBrand,CampBrand_ID,CLUSTERED,1,1,ID
dbo,CampCat,CampCat_ID,CLUSTERED,1,1,ID
dbo,CampComp,CampComp_ID,CLUSTERED,1,1,ID
dbo,CampDetail,CampStype_ID,CLUSTERED,1,1,ID
dbo,CampKit,CampKit_ID,CLUSTERED,1,1,ID
dbo,CampSku,CampSku_ID,CLUSTERED,1,1,ID
dbo,CampSpon,CampSpon_ID,CLUSTERED,1,1,ID
dbo,CampSponSum,CampSponSum_ID,CLUSTERED,1,1,ID
dbo,cfflds,PK__cfflds__CCBBB06056DF2860,CLUSTERED,1,1,"ctable, cfield"
dbo,cflkcd,PK__cflkcd__A61720AC652D47B7,CLUSTERED,1,1,"ctype, ccode"
dbo,cflktp,PK__cflktp__253A52E56CCE697F,CLUSTERED,1,1,ctype
dbo,cfsfld,cfsfld_xtblfld,NONCLUSTERED,0,0,"ctable, cfield"
dbo,cfsfld,PK__cfsfld__506119CC737B670E,CLUSTERED,1,1,"cform, ctable, cfield"
dbo,cfsfrm,PK__cfsfrm__4CAAA2CA7EED19BA,CLUSTERED,1,1,cform
dbo,cfspge,PK__cfspge__57E0CA9B03B1CED7,CLUSTERED,1,1,"cform, npageno"
dbo,cfstbl,PK__cfstbl__4AB919520A5ECC66,CLUSTERED,1,1,"ctable, cform"
dbo,cftble,PK__cftble__FE73B37E13E836A0,CLUSTERED,1,1,ctable
dbo,changes,IX_changes_cfieldname,NONCLUSTERED,0,0,"ccustno, codlvalue, cnewvalue, InsUpdDate, cuser, cfieldname"
dbo,changescamp,campno,NONCLUSTERED,0,0,cCampno
dbo,cmcudf,PK__cmcudf__05074A0E3EBD23B6,CLUSTERED,1,1,ccustno
dbo,cmfacc,PK__cmfacc__C01E59374381D8D3,CLUSTERED,1,1,"cfilterno, cuserid"
dbo,cmfexp,PK__cmfexp__BF97C86F493AB229,CLUSTERED,1,1,cfilterno
dbo,cmfnot,PK__cmfnot__BF97C86F53B8409C,CLUSTERED,1,1,cfilterno
dbo,cmfopt,PK__cmfopt__BF97C86F597119F2,CLUSTERED,1,1,cfilterno
dbo,cmmisc,PK__cmmisc__A61720AC5F29F348,CLUSTERED,1,1,"ctype, ccode"
dbo,cmrrpt,PK__cmrrpt__24DA335B65D6F0D7,CLUSTERED,1,1,ctitle
dbo,coacpd,PK__coacpd__34795B207AD20DBD,CLUSTERED,1,1,"cyear, cpdno"
dbo,coacpd2,xperiod,NONCLUSTERED,0,0,"dbegin, dend"
dbo,coactr,_dta_index_coactr_8_505104890__K3_1_2_4_5,NONCLUSTERED,0,0,"cuid, ctype, lupdate, lview, cuserid"
dbo,coactr,_dta_index_coactr_8_505104890__K5_K3_K2_K1,NONCLUSTERED,0,0,"lview, cuserid, ctype, cuid"
dbo,coactr,coactr_xtype,NONCLUSTERED,0,0,ctype
dbo,coactr,coactr_xusr,NONCLUSTERED,0,0,cuserid
dbo,coactr,PK__coactr__2CDD98A62003926C,CLUSTERED,1,1,cuid
dbo,coacts,coacts_xseq,NONCLUSTERED,0,0,nseq
dbo,coacts,PK__coacts__2CDD98A62A8120DF,CLUSTERED,1,1,cuid
dbo,coacty,PK__coacty__253A52E5331666E0,CLUSTERED,1,1,ctype
dbo,coatch,coatch_xfilename,NONCLUSTERED,0,0,cfilename
dbo,coatch,coatch_xtypekey,NONCLUSTERED,0,0,"ctype, ckeyvalue1, ckeyvalue2"
dbo,coatch,IX_coatch_ctype_ckeyvalue2,NONCLUSTERED,0,0,"ctype, ckeyvalue2"
dbo,coatch,PK__coatch__2CDD98A638CF4036,CLUSTERED,1,1,cuid
dbo,coaudt,PK__coaudt__2CDD98A61B895868,CLUSTERED,1,1,cuid
dbo,cobank,cobank_xbankname,NONCLUSTERED,0,0,cbankname
dbo,cobank,PK__cobank__E9DF204C434CCEA9,CLUSTERED,1,1,cbankno
dbo,cobatc,cobatc_xcreate,NONCLUSTERED,0,0,dcreate
dbo,cobatc,cobatc_xdescript,NONCLUSTERED,0,0,cdescript
dbo,cobatc,PK__cobatc__41A8CC8A0055DCE9,CLUSTERED,1,1,cbatchid
dbo,cobatd,cobatd_xrptbatid,NONCLUSTERED,0,0,"crptid, cbatchid"
dbo,cobatd,cobatd_xrptidmac,NONCLUSTERED,0,0,"crptid, cmacroname"
dbo,cobatd,PK__cobatd__7EAA7A68060EB63F,CLUSTERED,1,1,"cbatchid, crptid, cmacroname"
dbo,cobnot,PK__cobnot__E9DF204C0CBBB3CE,CLUSTERED,1,1,cbankno
dbo,cocfg,PK__cocfg__D7171D3A27EF2F4D,CLUSTERED,1,1,cproperty
dbo,cocurr,cocurr_xcurrname,NONCLUSTERED,0,0,ccurrname
dbo,cocurr,PK__cocurr__EC35BDFD12748D24,CLUSTERED,1,1,ccurrcode
dbo,coerlg,PK__coerlg__4B304F901CF21B97,CLUSTERED,1,1,nentryno
dbo,colbas,PK__colbas__09ADDDFD2863CE43,CLUSTERED,1,1,cbascode
dbo,comisc,PK__comisc__A61720AC2F10CBD2,CLUSTERED,1,1,"ctype, ccode"
dbo,comisc2,PK__comisc2__A61720AC2DA808A3,CLUSTERED,1,1,"ctype, ccode"
dbo,corfld,PK__corfld__2CDD98A6389A360C,CLUSTERED,1,1,cuid
dbo,coschd,cocurr_xsource,NONCLUSTERED,0,0,csource
dbo,coschd,PK__coschd__297B0E64373172DD,CLUSTERED,1,1,cjobname
dbo,cosign,PK__cosign__44B5B20945000CF1,CLUSTERED,1,1,csigncode
dbo,cosptg,PK__cosptg__EF7DF9334BAD0A80,CLUSTERED,1,1,csptgid
dbo,costax,costax_xdescript,NONCLUSTERED,0,0,cdescript
dbo,costax,PK__costax__F9848F32534E2C48,CLUSTERED,1,1,"ctaxcode, nversion"
dbo,costen,PK__costen__BEE3C3B77E388A4D,CLUSTERED,1,1,centycode
dbo,cotbas,PK__cotbas__7CEBA30D1CBD116D,CLUSTERED,1,1,ctaxcode
dbo,Dashboardinfo,PK__Dashboar__A9FDEC125A7908F1,CLUSTERED,1,1,C_ID
dbo,Dashbpardinfo,PK__Dashbpar__A9FDEC12E4BC84D6,CLUSTERED,1,1,C_ID
dbo,dpibdg,IX_dpibdg,CLUSTERED,0,0,"cItemNo, cWarehouse, dEndDate"
dbo,dpibdg_T,IX_dpibdg_T_cwarehouse_citemno_dEndDate_nunits_ndollars,NONCLUSTERED,0,0,"cwarehouse, citemno, dEndDate, nunits, ndollars"
dbo,dpitem,PK__dpitem__39B06CFB15735765,CLUSTERED,1,1,cItemNo
dbo,dprqmt,IX_dprqmt,CLUSTERED,0,0,"cItemNo, cType, cWarehouse"
dbo,fw_consignment,IX_fw_consignment_cConsignmentID,NONCLUSTERED,0,0,cConsignmentID
dbo,fw_consignment,IX_fw_consignment_cShipno,NONCLUSTERED,0,0,"cConsignmentID, cShipno"
dbo,fw_items,_dta_index_fw_items_c_8_1154112685__K2,CLUSTERED,0,0,cConsignmentID
dbo,fw_items,NonClusteredIndex-20200507-143918,NONCLUSTERED,0,0,cConsignmentID
dbo,glabal,PK__glabal__7247EE982922E852,CLUSTERED,1,1,"cyear, cacctid"
dbo,glabalh,PK__glabalh__7247EE983C35BCC6,CLUSTERED,1,1,"cyear, cacctid"
dbo,glabud,PK__glabud__8748E6A44F48913A,CLUSTERED,1,1,cbudid
dbo,glacct,glacct_xcatggrp,NONCLUSTERED,0,0,"ccatgid, cgrpid, cacctid"
dbo,glacct,glacct_xcreate,NONCLUSTERED,0,0,dcreate
dbo,glacct,glacct_xdescript,NONCLUSTERED,0,0,cdescript
dbo,glacct,PK__glacct__7636CB6A57DDD73B,CLUSTERED,1,1,cacctid
dbo,gladis,gladis_xacctid,NONCLUSTERED,0,0,cacctid
dbo,gladis,PK__gladis__2CDD98A6097532CF,CLUSTERED,1,1,cuid
dbo,glagrp,glagrp_xcatggrp,NONCLUSTERED,0,0,"cgrpid, ccatgid"
dbo,glagrp,glagrp_xdescript,NONCLUSTERED,0,0,cdescript
