SchemaName,ViewName,create_date,modify_date
dbo,vm_mk_soppr2,2014-08-11 08:54:24.190,2022-08-12 12:55:36.120
dbo,vm_mk_sopprcomplevel,2014-12-15 07:56:38.803,2021-10-21 12:27:21.077
dbo,vm_mk_soship,2014-02-19 11:19:23.240,2017-04-10 09:43:43.067
dbo,vm_mk_SponsorUpline,2016-11-21 11:27:46.797,2016-11-21 11:27:46.797
dbo,vm_mk_Stock1,2014-01-21 08:47:49.197,2021-11-05 08:05:14.520
dbo,vm_mk_stock2,2014-01-21 09:46:47.370,2019-06-24 07:34:43.440
dbo,vm_mk_Stockage,2014-12-09 13:26:52.697,2020-01-21 10:39:50.867
dbo,vm_mk_stockbin,2014-01-20 12:31:37.973,2015-07-01 08:40:13.400
dbo,vm_mk_stockcissues,2015-11-06 09:52:56.433,2017-04-15 14:24:30.803
dbo,vm_mk_stockissue_detail,2015-07-06 14:42:30.000,2017-04-15 13:40:03.157
dbo,vm_mk_StockMove,2014-01-17 13:07:12.037,2015-01-06 14:02:00.887
dbo,vm_mk_stockmovedetail,2014-01-21 12:36:23.060,2017-08-21 08:30:30.007
dbo,vm_mk_stockmovedetail2,2014-02-17 12:29:29.050,2014-02-17 14:02:54.910
dbo,vm_mk_stockmovedetail3,2015-08-21 08:39:54.537,2015-08-21 09:18:03.177
dbo,vm_mk_stocktransfers,2014-02-20 09:14:09.927,2014-02-20 09:14:09.927
dbo,vm_mk_TBMove,2015-08-31 09:39:53.573,2015-09-02 15:10:53.883
dbo,vm_mk_UniqueCust,2015-09-09 11:34:59.967,2015-11-19 08:26:53.477
dbo,vm_mk_uniquefast,2014-03-03 09:01:14.407,2014-03-03 11:01:36.820
dbo,vm_mk_Veronica_level,2015-10-29 09:25:08.157,2015-10-29 09:25:08.157
dbo,vm_mk_weight_check,2014-05-05 13:02:22.877,2014-06-24 13:49:31.763
dbo,vm_mk_WIP,2015-02-17 14:02:53.637,2015-02-17 14:02:53.637
dbo,vm_ml_MLMTest,2014-11-12 09:59:00.643,2014-11-12 11:58:23.817
dbo,vm_ml_SponTitleperMonth,2017-02-14 11:06:55.377,2017-02-14 11:06:55.377
dbo,vm_ml_TitlePerMonth,2017-02-14 09:52:12.763,2017-02-14 11:04:31.797
dbo,vm_mo_OpenOrdersAll,2024-09-18 09:13:45.630,2024-09-18 09:13:45.630
dbo,vm_NewSOPortal,2023-10-30 14:53:26.320,2025-04-30 11:08:46.770
dbo,vm_OutPayments,2017-10-23 09:22:29.350,2017-10-23 09:25:50.207
dbo,vm_Pending_Deactive,2019-10-28 09:33:47.250,2019-10-28 09:33:47.250
dbo,vm_PR_New1,2016-11-11 10:23:19.637,2016-11-11 13:15:14.353
dbo,vm_Pr_New2,2016-11-11 10:24:42.050,2016-11-24 09:28:43.830
dbo,vm_PR_Newcomer,2016-11-11 10:08:09.133,2016-11-17 07:41:25.143
dbo,vm_SD_Tradings,2016-05-05 08:27:52.427,2016-05-05 11:23:32.960
dbo,vm_SMS_ActRecruits,2022-05-17 10:52:14.757,2022-05-17 10:52:14.757
dbo,vm_SMS_AllRecrtuits,2022-05-17 11:06:42.360,2022-05-17 11:06:42.360
dbo,vm_SMS_AllRecruits,2022-05-17 10:56:19.390,2022-05-17 10:57:23.117
dbo,vm_SMS_Sales,2022-05-17 10:09:08.130,2022-05-17 10:09:08.130
dbo,vm_SMS_SendData,2022-05-17 11:09:37.220,2022-05-17 12:25:02.350
dbo,vm_Starter_Recruits,2021-06-14 11:55:35.200,2021-06-14 11:55:35.200
dbo,vm_temp,2023-07-12 07:42:51.117,2023-07-12 07:42:58.640
dbo,vm_xMas_July2017,2017-06-27 10:11:15.270,2017-08-02 11:06:36.997
dbo,vmm_TEmpart,2017-01-16 12:04:25.680,2017-01-16 12:04:25.680
dbo,vmm_TempGl,2017-01-16 12:01:57.143,2017-01-16 12:01:57.143
dbo,vmMK_STOCK_AS_ON,2014-12-09 13:34:04.473,2014-12-09 13:34:04.473
dbo,vn_mk_stock2,2014-01-21 11:33:02.623,2014-01-21 11:33:02.623
dbo,vs_SL_rebates,2015-10-22 11:34:48.660,2015-10-22 11:34:48.660
dbo,vw MJM Downliner,2015-03-10 16:15:35.140,2015-09-15 15:56:25.350
dbo,VW_,2019-01-30 14:27:18.957,2019-01-30 14:27:18.957
dbo,vw_1,2011-03-29 06:40:04.057,2013-08-20 08:14:44.817
dbo,vw_1iciwhs,2011-03-29 06:21:26.503,2013-08-20 08:14:44.740
dbo,vw_1ictrsn,2011-03-29 06:05:17.670,2013-08-20 08:14:44.683
dbo,vw_300100,2020-08-06 12:10:47.220,2020-08-06 12:10:56.087
dbo,vw_adjust_error,2012-03-08 12:24:58.650,2013-08-20 08:14:44.620
dbo,vw_adminfee,2013-07-24 11:54:56.923,2013-08-20 08:14:44.553
dbo,vw_af1,2013-07-24 12:03:23.907,2013-08-20 08:14:44.480
dbo,vw_ageing,2012-08-30 14:20:01.620,2013-08-20 08:14:44.377
dbo,vw_andre_rev_codes,2012-05-24 08:10:44.997,2013-08-20 08:14:44.320
dbo,vw_ap_preapp,2012-10-02 10:39:25.383,2013-08-20 08:14:44.263
dbo,vw_app,2010-07-06 10:57:48.107,2013-08-20 08:14:44.200
dbo,vw_app_check,2010-07-06 11:00:15.163,2013-08-20 08:14:44.130
dbo,vw_ar_exclpos,2010-05-06 11:11:12.983,2013-08-20 08:14:44.027
dbo,vw_ar_test,2010-07-20 12:05:19.310,2013-08-20 08:14:43.943
dbo,vw_arapp,2012-09-11 17:27:04.060,2013-08-20 08:14:43.873
dbo,vw_arash,2012-09-11 17:42:37.527,2013-08-20 08:14:43.793
dbo,vw_arcapp,2010-05-08 09:53:50.883,2013-08-20 08:14:43.703
dbo,vw_arcapp&h,2012-10-16 10:41:10.950,2013-08-20 08:14:43.657
dbo,vw_arcapp_issue,2012-10-12 11:01:19.523,2013-08-20 08:14:43.613
dbo,vw_arcapp_recon,2017-12-20 07:22:19.790,2017-12-20 07:22:19.790
dbo,vw_arcapp_sum,2017-11-06 14:28:08.397,2017-12-20 07:32:14.223
dbo,vw_arcapp_test,2010-05-24 13:26:44.297,2013-08-20 08:14:43.567
dbo,VW_arcappMAXDATE,2018-10-09 12:17:23.067,2018-10-09 12:17:23.067
dbo,vw_arcash,2010-05-08 09:36:27.450,2013-08-20 08:14:43.523
dbo,vw_arcash&h,2012-10-16 10:39:07.070,2013-08-20 08:14:43.473
dbo,vw_ardiff,2017-11-06 14:39:00.347,2017-11-06 15:21:15.997
dbo,vw_arinvc,2012-04-25 07:07:54.913,2015-01-28 11:22:54.567
dbo,vw_aritrs,2012-05-16 11:08:31.623,2017-07-27 08:15:59.667
dbo,vw_aritrs_test,2010-06-07 08:48:31.780,2013-08-20 08:14:43.310
dbo,vw_audit_2020,2020-08-12 12:26:46.410,2020-08-12 12:26:46.410
dbo,vw_berco_inv,2012-05-08 10:33:24.163,2013-08-20 08:14:43.247
dbo,vw_berco_inv_rep,2012-05-08 13:37:04.477,2013-08-20 08:14:43.180
dbo,vw_berco_ship,2012-05-07 09:04:49.140,2013-08-20 08:14:43.107
dbo,vw_bin_vs_whs,2010-05-20 14:49:17.313,2013-08-20 08:14:43.003
dbo,vw_bridge,2012-07-25 12:39:52.610,2013-08-20 08:14:42.940
dbo,vw_bridge_final,2012-07-25 13:04:59.100,2013-08-20 08:14:42.877
dbo,vw_camp_CT,2012-01-30 09:23:06.127,2013-08-20 08:14:42.820
dbo,vw_camp_NAM,2012-01-30 09:28:45.550,2013-09-30 19:32:33.070
dbo,vw_camp_PTA,2012-01-30 09:23:31.893,2013-08-20 08:14:42.690
dbo,vw_CampDRP,2022-09-08 14:23:45.957,2022-12-06 11:33:03.957
dbo,vw_comp_weight,2011-09-27 08:06:16.240,2013-08-20 08:14:42.607
dbo,vw_copy from MJM Downliner,2016-05-19 13:41:38.883,2016-05-19 13:41:38.883
dbo,vw_courier,2012-04-17 13:53:42.620,2013-08-20 08:14:42.553
dbo,vw_credit_notes,2012-03-26 15:07:57.250,2013-08-20 08:14:42.490
dbo,VW_CurrentSales,2010-05-07 11:03:42.653,2013-08-20 08:14:42.427
dbo,vw_daily_receipts,2010-06-03 13:57:39.370,2013-08-20 08:14:42.353
dbo,vw_daily_sales,2010-06-03 13:53:55.707,2013-08-20 08:14:42.250
dbo,vw_daily_summary,2010-06-03 14:01:39.930,2013-08-20 08:14:42.183
dbo,vw_db_marketing,2010-10-11 16:37:40.070,2013-08-20 08:14:42.107
dbo,vw_db_marketing1,2010-10-11 16:43:00.487,2013-08-20 08:14:42.013
dbo,vw_dlastinvc,2012-04-25 07:13:10.477,2013-08-20 08:14:41.967
dbo,vw_drp_amended,2014-02-19 08:24:29.890,2014-02-19 08:34:47.350
dbo,vw_drp_amended1,2012-07-12 14:46:44.283,2014-02-19 08:13:19.960
dbo,vw_drp_error,2012-10-12 09:42:58.590,2013-08-20 08:14:41.873
dbo,vw_drp_inactive,2011-12-05 15:31:41.520,2013-08-20 08:14:41.830
dbo,vw_drp_po,2012-07-05 07:02:04.953,2013-08-20 08:14:41.777
dbo,VW_DRPItems,2013-05-30 08:31:22.680,2013-08-20 08:14:41.723
dbo,vw_efts,2010-05-18 13:02:51.567,2013-08-20 08:14:41.670
dbo,vw_eof_beaute,2011-10-07 10:44:18.937,2013-08-20 08:14:41.610
dbo,vw_ernest_cos,2012-06-14 10:21:42.970,2013-08-20 08:14:41.550
dbo,vw_ernest_cos_com,2012-06-14 10:23:53.137,2013-08-20 08:14:41.480
dbo,vw_ernest_cos_tot,2012-06-14 10:27:18.837,2013-08-20 08:14:41.407
dbo,vw_ernest_ictrsn,2012-06-14 09:37:13.133,2013-08-20 08:14:41.313
dbo,vw_ernest_ictrsn_com,2012-06-14 10:24:25.307,2013-08-20 08:14:41.257
dbo,vw_ernest_ictrsn_tot,2012-06-14 10:30:05.323,2013-08-20 08:14:41.193
dbo,vw_ernest_jnl,2012-10-24 14:00:52.560,2013-08-20 08:14:41.123
dbo,vw_ernest_onh,2012-06-14 09:52:27.923,2013-08-20 08:14:41.047
dbo,vw_ernest_onh_com,2012-06-14 10:24:46.157,2013-08-20 08:14:40.953
dbo,vw_ernest_onh_tot,2012-06-14 10:29:03.837,2013-08-20 08:14:40.907
dbo,vw_ernest_rep,2012-06-14 10:56:38.000,2013-08-20 08:14:40.857
dbo,vw_ernest_rep_bal,2012-07-24 10:31:39.020,2013-08-20 08:14:40.807
dbo,vw_ernest_rep_total,2012-10-18 15:44:48.210,2013-08-20 08:14:40.750
dbo,vw_ernest_spon,2012-06-14 22:04:08.233,2013-08-20 08:14:40.690
dbo,vw_ernest_std,2012-06-14 10:37:46.030,2013-08-20 08:14:40.623
dbo,vw_ernest_std_com,2012-06-14 10:39:53.867,2013-08-20 08:14:40.553
dbo,vw_ernest_std_tot,2012-06-14 10:41:11.433,2013-08-20 08:14:40.477
dbo,vw_free_points,2012-06-01 10:10:28.393,2013-08-20 08:14:40.407
dbo,vw_fwsms,2013-08-29 08:13:41.000,2019-11-06 12:31:14.210
dbo,vw_FWsms1,2013-08-29 08:34:49.303,2015-02-25 08:00:23.103
dbo,vw_gl_error,2012-03-08 12:29:14.880,2013-08-20 08:14:40.333
dbo,VW_GLTrsnComp,2017-09-22 09:02:33.930,2017-09-22 09:14:54.037
dbo,VW_GLTrsnCurr,2017-09-22 08:24:08.233,2017-09-22 09:12:46.240
dbo,VW_GLTrsnOld,2017-09-22 08:24:59.283,2017-09-22 08:24:59.283
dbo,vw_header,2012-04-25 08:58:48.127,2013-08-20 08:14:40.227
dbo,vw_iciadj_rep,2012-05-30 14:10:53.520,2013-08-20 08:14:40.157
dbo,vw_iciadj_rep11,2012-05-30 15:08:12.987,2013-08-20 08:14:40.083
dbo,vw_iciadj_repall,2012-05-30 15:11:06.830,2013-08-20 08:14:40.023
dbo,VW_icibin,2010-05-21 08:30:53.953,2013-08-20 08:14:39.957
dbo,vw_icibinicitsp,2010-05-20 14:47:27.627,2013-08-20 08:14:39.887
dbo,VW_icibinold,2010-05-21 08:30:09.943,2013-08-20 08:14:39.813
dbo,vw_icicstchk,2012-04-26 07:36:37.263,2013-08-20 08:14:39.727
dbo,vw_icisti,2012-06-14 15:02:22.773,2013-08-20 08:14:39.667
dbo,vw_icisti with date,2012-04-23 11:25:57.710,2013-08-20 08:14:39.603
dbo,vw_icistih with dates,2012-04-23 11:27:52.590,2013-08-20 08:14:39.523
dbo,vw_icitsp,2010-05-20 14:51:42.703,2013-08-20 08:14:39.447
dbo,VW_icitsp_vs_whs,2010-05-21 07:41:46.987,2013-08-20 08:14:39.343
dbo,VW_icitspbin,2010-05-21 08:14:47.420,2013-08-20 08:14:39.297
dbo,VW_icitspbincompare,2010-05-21 09:35:59.240,2013-08-20 08:14:39.250
dbo,vw_iciwhs,2010-10-11 16:42:13.700,2013-08-20 08:14:39.200
dbo,vw_iciwhs_chk,2016-03-03 11:13:52.290,2016-03-03 11:13:52.290
dbo,vw_iciwhs_icitrs_chk,2012-04-26 07:39:12.447,2013-08-20 08:14:39.147
dbo,vw_iconhand,2010-05-04 12:44:41.340,2013-08-20 08:14:39.090
dbo,vw_ictrsn,2011-02-28 08:51:28.727,2013-08-20 08:14:39.023
dbo,vw_ictrsn union,2012-06-14 15:06:30.377,2013-08-20 08:14:38.960
dbo,vw_ictrsnSUMM,2015-04-09 22:06:59.513,2015-06-30 14:17:41.577
dbo,vw_ID_customer,2012-03-30 08:02:38.320,2013-08-20 08:14:38.887
dbo,vw_incorrect_applied_payments,2010-05-24 14:22:43.480,2013-08-20 08:14:38.793
dbo,vw_invoice_tax,2012-07-09 07:23:03.457,2013-08-20 08:14:38.667
dbo,vw_IS_check_vat,2012-04-24 14:09:39.437,2013-08-20 08:14:38.610
dbo,VW_Item_master,2010-12-01 12:03:46.017,2013-08-20 08:14:38.553
dbo,vw_item_rev,2012-05-02 12:16:09.540,2013-08-20 08:14:38.490
dbo,VW_ItemClass,2010-05-03 16:47:40.047,2013-08-20 08:14:38.420
dbo,VW_ItemList,2011-08-17 13:23:38.360,2013-08-20 08:14:38.347
dbo,vw_k1,2012-06-25 14:51:19.177,2013-08-20 08:14:38.290
dbo,vw_kit_weight,2011-09-27 08:07:11.457,2013-08-20 08:14:38.233
dbo,vw_kits,2012-06-25 12:49:08.397,2013-08-20 08:14:38.170
dbo,vw_l1l2,2013-01-24 21:55:56.533,2013-08-20 08:14:38.100
dbo,vw_line_amend,2012-04-02 08:29:18.870,2013-08-20 08:14:38.023
dbo,vw_line_revcode,2012-02-10 09:02:56.647,2013-08-20 08:14:37.960
dbo,vw_lines,2012-04-25 08:56:08.260,2013-08-20 08:14:37.890
dbo,vw_lines_final,2012-04-25 08:57:52.593,2013-08-20 08:14:37.813
dbo,vw_marketing,2010-10-11 16:37:00.297,2013-08-20 08:14:37.717
dbo,vw_mk_fastway,2013-12-11 09:13:54.843,2017-04-20 15:27:44.387
dbo,vw_mk_shipmentdata,2013-12-10 14:55:42.203,2013-12-10 15:41:38.250
dbo,vw_mlm_prog_final,2012-05-31 11:35:46.850,2013-08-20 08:14:37.650
dbo,vw_mlm_progress,2012-05-23 09:23:15.210,2013-08-20 08:14:37.583
dbo,VW_MLM_PSales,2012-11-05 11:47:51.230,2014-08-01 10:23:08.590
dbo,VW_MLM_SalesDisc,2012-11-05 11:45:36.923,2016-12-15 17:22:59.947
dbo,VW_MLM_SalesTot,2012-11-05 11:46:09.360,2016-12-15 17:23:18.307
dbo,vw_MN_arcapp,2012-05-10 10:21:29.447,2013-08-20 08:14:37.287
dbo,vw_MN_arcapp_arinvc,2012-05-10 10:42:27.010,2013-08-20 08:14:37.223
dbo,vw_mn_arcapp1,2012-05-14 12:58:44.917,2013-08-20 08:14:37.157
dbo,VW_MT Test Book Qty,2017-09-12 07:53:54.020,2017-09-12 07:53:54.020
dbo,VW_NamGLError,2012-09-17 21:27:32.757,2013-08-20 08:14:37.077
dbo,VW_namrbtmlm,2012-10-31 17:41:39.017,2013-08-20 08:14:37.007
dbo,vw_non autoinvoke kit orders,2014-09-17 10:33:05.030,2014-09-17 13:39:51.847
dbo,vw_onhand_spon,2012-07-24 13:52:51.310,2013-08-20 08:14:36.743
dbo,vw_onhand_spon_tot,2011-11-23 10:19:40.773,2013-08-20 08:14:36.683
dbo,vw_open_inv_cr,2010-05-20 15:49:51.447,2013-08-20 08:14:36.620
dbo,vw_open_rep,2012-05-30 14:53:40.703,2013-08-20 08:14:36.547
dbo,vw_open_repaug,2012-05-30 15:08:48.337,2013-08-20 08:14:36.473
dbo,VW_OpenSO,2023-05-18 09:27:34.893,2023-05-18 09:27:34.893
dbo,VW_OpenSOKit,2023-05-18 09:27:34.910,2023-05-18 09:27:34.910
dbo,vw_order_fin,2011-09-27 07:53:09.610,2013-08-20 08:14:36.387
dbo,vw_order_nonstock,2011-09-27 07:36:43.990,2013-08-20 08:14:36.327
dbo,vw_orders,2011-09-26 15:49:40.670,2013-08-20 08:14:36.270
dbo,vw_orders_com,2011-09-27 07:40:24.280,2013-08-20 08:14:36.207
dbo,vw_orders_fin_bal,2011-09-27 08:27:41.893,2013-08-20 08:14:36.133
dbo,vw_orders_stock,2011-09-27 07:34:05.523,2013-08-20 08:14:36.037
dbo,vw_orders1,2011-09-26 15:50:28.323,2013-08-20 08:14:35.980
dbo,vw_pastrecon_nam,2011-11-22 10:53:30.750,2013-08-20 08:14:35.913
dbo,vw_pastrecon_sa,2011-11-22 10:15:46.650,2013-08-20 08:14:35.843
dbo,vw_po_dates,2011-10-28 13:55:24.570,2013-08-20 08:14:35.767
dbo,VW_POBackOrder,2021-09-02 12:04:03.910,2021-09-02 12:04:03.910
dbo,vw_portrs,2010-10-11 16:41:01.320,2013-08-20 08:14:35.657
dbo,vw_portrs_mjm,2013-01-30 08:50:23.523,2013-08-20 08:14:35.360
dbo,vw_portrs_sum,2010-10-11 16:41:34.077,2013-08-20 08:14:35.267
dbo,VW_Prodline,2010-05-03 16:50:02.440,2013-08-20 08:14:35.207
dbo,VW_PurchaseLineTotals,2010-04-14 16:21:32.423,2013-08-20 08:14:35.143
dbo,vw_rc_corr,2012-05-18 10:31:41.970,2013-08-20 08:14:35.073
dbo,vw_receipt_error,2012-03-08 12:20:32.980,2013-08-20 08:14:34.997
dbo,VW_ReconInvRec,2010-06-08 09:16:08.610,2013-08-20 08:14:34.893
dbo,vw_reg_alert,2011-09-28 10:26:51.467,2013-08-20 08:14:34.833
dbo,vw_reg_alert2,2011-09-28 10:37:11.920,2013-08-20 08:14:34.770
dbo,vw_register_alert,2012-05-14 13:41:59.900,2013-08-20 08:14:34.697
dbo,vw_rereg,2012-04-24 14:39:01.470,2013-08-20 08:14:34.623
dbo,vw_rereg_shona,2012-04-25 07:17:12.653,2013-08-20 08:14:34.530
dbo,vw_rev_comp,2012-01-24 09:59:30.177,2013-08-20 08:14:34.470
dbo,vw_sa_rev,2012-01-24 09:55:54.253,2013-08-20 08:14:34.407
dbo,VW_SafeStock,2018-10-11 12:33:35.810,2018-10-11 12:33:35.810
dbo,vw_sales,2010-09-14 11:47:54.737,2013-08-20 08:14:34.337
dbo,vw_sales_rev,2010-09-14 11:54:08.963,2013-08-20 08:14:34.263
dbo,vw_sales_test,2010-06-07 08:49:51.210,2013-08-20 08:14:34.160
dbo,VW_SalesCategories,2010-05-03 16:45:29.840,2013-08-20 08:14:34.100
dbo,vw_SL sales by rev acc,2020-08-05 09:48:49.360,2020-08-05 09:48:49.360
dbo,VW_SL_001 ADDRESS,2021-12-21 08:48:06.640,2021-12-21 08:48:06.640
dbo,vw_sl_2620173,2018-11-21 10:25:47.617,2018-11-21 10:25:47.617
dbo,vw_SL_4400 on hand,2013-11-18 08:48:36.650,2013-11-18 08:48:36.650
dbo,vw_sl_accountsWithParents,2016-03-02 12:59:02.090,2016-03-02 12:59:02.090
dbo,vw_SL_active and inactive,2015-02-25 09:39:24.707,2015-02-25 11:40:31.047
dbo,vw_SL_adj on stock,2012-07-30 11:43:25.143,2013-08-20 08:14:34.033
dbo,vw_SL_adjust on stock with remark,2012-06-14 15:04:53.493,2013-08-20 08:14:33.960
dbo,vw_SL_adjust on stock with remark hist,2012-06-15 10:42:39.773,2013-08-20 08:14:33.883
dbo,vw_SL_AE0832508,2016-03-03 08:54:52.427,2016-03-03 08:54:52.427
dbo,vw_SL_ammended invoices,2012-02-16 11:04:32.710,2013-08-20 08:14:33.797
dbo,vw_SL_April13 act test,2013-07-03 13:15:05.150,2013-08-20 08:14:33.740
dbo,vw_SL_arcash,2018-04-12 13:23:24.457,2018-04-12 13:28:55.303
dbo,vw_sl_archanges,2016-11-16 08:34:03.090,2016-11-16 08:34:03.090
dbo,vw_SL_arinvc from Jan2014,2014-04-08 15:13:17.203,2014-04-08 15:13:17.203
dbo,vw_SL_ATM orders,2020-02-10 08:07:11.113,2020-02-10 08:07:11.113
dbo,vw_SL_AugRecr_Sales,2016-09-07 09:55:28.840,2016-09-07 10:00:15.983
dbo,vw_SL_autoinvk with expire date and contact,2017-08-21 14:18:54.700,2018-03-07 08:34:16.223
dbo,VW_SL_AUTOINVOKE JOIN,2016-02-01 15:20:30.470,2018-03-07 09:31:24.857
dbo,VW_SL_AUTOINVOKE TO INV,2016-02-01 15:23:05.440,2016-02-02 13:59:56.853
dbo,vw_SL_Autoinvokes open,2016-02-17 07:28:03.770,2016-10-03 10:32:22.490
dbo,vw_SL_Beaute,2019-01-28 14:44:02.450,2019-01-28 14:44:02.450
dbo,vw_SL_Berco freigh report,2013-10-22 15:20:29.670,2013-11-25 13:55:24.480
dbo,vw_SL_Berco with inv values,2013-11-08 15:03:31.850,2013-11-08 15:03:31.850
dbo,vw_SL_Campaign,2015-03-16 12:29:18.897,2018-04-04 07:46:28.317
dbo,vw_SL_Campaign dates,2013-08-23 15:09:34.213,2013-08-23 15:09:34.213
dbo,vw_SL_Cash up,2013-11-11 14:32:17.803,2013-11-11 14:32:17.803
dbo,vw_SL_CBD caps,2020-02-13 08:28:55.293,2020-02-13 08:28:55.293
dbo,vw_SL_Celseted_520453,2015-02-11 07:50:48.687,2015-02-11 07:50:48.687
dbo,vw_SL_ConEarn,2016-05-17 11:31:14.393,2016-05-17 11:31:14.393
dbo,vw_SL_courier to city,2013-06-06 07:11:38.763,2013-08-20 08:14:33.673
dbo,vw_SL_daily trans AE/08361,2017-08-01 13:05:06.117,2017-08-01 13:05:06.117
dbo,vw_SL_DailySOH,2012-03-07 13:33:40.330,2016-09-12 07:46:36.467
dbo,vw_SL_date of order and inv,2012-09-21 10:46:30.877,2013-08-20 08:14:33.530
dbo,vw_SL_Dec15,2016-02-19 10:43:45.463,2016-02-19 11:50:36.950
dbo,vw_SL_Dec15 with comp,2016-02-22 13:34:25.543,2016-02-22 13:34:25.543
dbo,vw_SL_Diff betw order and inv,2018-04-12 13:09:25.773,2018-04-12 13:09:25.773
dbo,VW_SL_DOWNLINER TOTAL COPY,2016-05-19 14:18:31.547,2016-05-24 12:52:17.610
dbo,vw_SL_Earnings with status,2016-03-30 14:55:05.163,2016-03-30 14:55:05.163
dbo,vw_SL_EP banking transactions,2014-10-01 15:11:15.240,2014-10-01 15:11:15.240
dbo,vw_SL_expanded orders,2020-02-12 11:08:13.050,2020-02-12 11:08:13.050
dbo,vw_SL_export,2020-07-31 09:16:28.890,2020-07-31 09:25:46.913
dbo,vw_SL_Fastway labels vs invoice,2013-04-18 13:53:26.413,2025-05-22 12:08:01.507
dbo,vw_SL_Fastway_data,2013-04-18 14:09:40.407,2014-02-19 13:33:09.810
dbo,vw_sl_FcstUnits,2013-01-11 08:25:37.580,2013-08-20 08:14:33.323
dbo,vw_SL_FCUNITS,2013-06-14 12:51:52.750,2013-08-20 08:14:33.257
dbo,vw_SL_fcunitsByWH,2013-01-11 09:36:05.917,2013-08-20 08:14:33.193
dbo,vw_SL_freight and post code,2016-04-25 12:42:31.267,2016-04-25 12:42:31.267
dbo,vw_SL_Freight for auditors,2019-07-09 10:47:26.687,2019-07-09 10:47:26.687
dbo,vw_SL_FromRodneySoandINVdiff,2018-04-12 13:12:14.070,2018-04-12 13:12:14.070
dbo,vw_SL_GL trans,2012-03-14 08:06:02.867,2013-08-20 08:14:33.117
dbo,vw_SL_GL trans with descr,2012-03-14 08:25:00.923,2013-08-20 08:14:33.053
dbo,vw_SL_GL2014,2015-03-17 06:58:59.613,2015-03-17 06:58:59.613
dbo,vw_SL_GLTRSN2005,2014-01-07 09:41:18.767,2014-01-07 09:41:18.767
dbo,vw_SL_HostessGifts,2014-04-23 13:59:54.337,2014-04-23 14:02:48.750
dbo,vw_SL_IC trans with date,2012-03-23 14:10:15.080,2020-06-05 16:11:30.260
dbo,vw_SL_icisti,2012-03-20 10:49:39.633,2013-08-20 08:14:32.903
dbo,vw_SL_ictrsn,2012-03-20 10:37:59.397,2013-08-20 08:14:32.793
dbo,vw_SL_inv by cust,2014-10-30 09:21:23.603,2016-11-17 10:44:54.487
dbo,vw_SL_inv count,2013-06-05 14:29:16.680,2013-08-20 08:14:32.743
dbo,vw_SL_inv stats,2013-06-05 14:38:14.783,2013-08-20 08:14:32.690
dbo,vw_SL_inv2005,2014-01-07 09:08:44.830,2014-01-07 09:08:44.830
dbo,vw_SL_invoices for 2014,2015-03-11 10:01:18.507,2015-03-11 10:01:18.507
dbo,vw_SL_InvToOrd,2018-04-12 13:15:16.457,2018-04-12 13:23:42.890
dbo,vw_SL_item by SPON and SOH,2013-01-10 12:50:09.637,2013-08-20 08:14:32.637
dbo,vw_SL_item move with code_h,2012-04-23 14:21:15.077,2013-08-20 08:14:32.577
dbo,vw_SL_item move wkth code,2012-04-23 13:56:31.103,2013-08-20 08:14:32.503
dbo,vw_SL_item with rev code,2012-11-23 09:32:25.140,2015-08-04 11:25:08.207
dbo,vw_SL_item2320069,2016-02-29 11:26:10.680,2016-03-01 06:41:05.507
dbo,vw_SL_itemRevCode,2012-01-17 14:20:35.487,2013-08-20 08:14:32.373
dbo,vw_SL_lost sales or cancelled orders,2012-01-27 13:42:02.130,2013-08-20 08:14:32.310
dbo,vw_SL_March2018,2019-01-30 15:09:18.273,2019-01-30 15:09:18.273
dbo,vw_SL_Melanie v Wyk,2014-05-26 13:11:02.650,2014-05-26 13:11:02.650
dbo,vw_SL_Misc item with revcode,2013-10-30 11:14:44.797,2013-10-31 09:23:53.890
dbo,vw_SL_MLM,2015-03-09 14:30:33.083,2015-03-09 14:31:11.970
dbo,vw_SL_mlmEarnings,2016-12-05 14:05:42.483,2016-12-05 14:30:22.320
dbo,vw_SL_Monthly Sales RR,2019-06-04 13:39:49.393,2019-06-05 07:30:08.520
dbo,vw_SL_Months Sales,2018-12-05 14:25:58.440,2020-06-08 08:27:42.177
dbo,vw_SL_Months Sales RR,2019-06-04 13:23:26.200,2019-06-04 13:27:29.153
dbo,vw_SL_multi level price comp,2013-01-09 10:00:52.160,2013-08-20 08:14:32.240
dbo,vw_SL_open vs inv orders,2012-10-04 09:10:03.470,2019-02-21 09:45:09.410
dbo,vw_SL_OpenOrders4Essential,2020-04-03 13:31:52.497,2020-04-04 12:26:33.230
dbo,vw_SL_Orders by capturer,2013-05-29 14:01:10.493,2013-08-20 08:14:32.063
dbo,vw_SL_orders by item,2012-09-21 09:25:31.130,2013-08-20 08:14:32.003
dbo,VW_SL_PARENT,2016-03-02 11:54:21.273,2016-03-02 11:54:21.273
dbo,vw_SL_PO to GRN match,2013-03-12 11:29:54.463,2013-08-20 08:14:31.937
dbo,vw_SL_purch order grns,2012-03-09 13:08:55.487,2013-08-20 08:14:31.867
dbo,vw_sl_purch order grnsh,2012-03-09 13:20:38.467,2013-08-20 08:14:31.787
